user_id,auction_id,category,cat,property,buy_mount,day
user_00052,auction_00004268,50014815,21746856,property_98,2,20120328
user_00856,auction_00004269,38,19831184,property_31,3,20120217
user_00153,auction_00004270,38,17283737,property_6,5,20131225
user_00749,auction_00004271,50022520,33889703,property_61,3,20120922
user_00311,auction_00004272,50022520,43810519,property_89,2,20120614
user_00814,auction_00004273,28,84904794,property_36,11,20130610
user_00544,auction_00004274,50008168,19454577,property_70,1,20151202
user_00567,auction_00004275,50022520,87170132,property_22,5,20120723
user_00864,auction_00004276,28,40554079,property_85,2,20120413
user_00389,auction_00004277,38,44715141,property_97,2,20140828
user_00548,auction_00004278,28,64711545,property_90,1,20120119
user_00622,auction_00004279,28,62080854,property_94,2,20140724
user_00177,auction_00004280,28,70549061,property_1,3,20120821
user_00362,auction_00004281,28,94586329,property_63,11,20140607
user_00314,auction_00004282,50022520,64284094,property_28,3,20130509
user_00807,auction_00004283,50008168,68119636,property_53,1,20130704
user_00848,auction_00004284,28,52467059,property_43,5,20150222
user_00097,auction_00004285,50014815,12267067,property_13,3,20140117
user_00881,auction_00004286,38,62278055,property_12,1,20120226
user_00213,auction_00004287,38,25878730,property_65,2,20150901
user_00829,auction_00004288,38,81784254,property_75,3,20151006
user_00137,auction_00004289,38,10791740,property_30,4,20141227
user_00006,auction_00004290,38,96090303,property_74,3,20150527
user_00109,auction_00004291,28,92993446,property_36,2,20131018
user_00547,auction_00004292,50008168,18487605,property_1,1,20120801
user_00039,auction_00004293,50014815,88598977,property_55,11,20130104
user_00662,auction_00004294,50022520,16109168,property_90,4,20130319
user_00425,auction_00004295,50014815,19742790,property_45,1,20140728
user_00630,auction_00004296,50022520,58009699,property_46,5,20120114
user_00261,auction_00004297,50022520,77489633,property_97,4,20141219
user_00426,auction_00004298,50014815,24245271,property_58,1,20140130
user_00087,auction_00004299,28,48901209,property_72,11,20120614
user_00465,auction_00004300,38,50446607,property_90,2,20120813
user_00076,auction_00004301,28,91411889,property_22,11,20150411
user_00471,auction_00004302,38,21610534,property_4,2,20120613
user_00976,auction_00004303,50008168,47784631,property_95,1,20150628
user_00963,auction_00004304,50022520,68743898,property_13,11,20130626
user_00414,auction_00004305,50014815,61192463,property_81,2,20150809
user_00825,auction_00004306,50008168,63031203,property_74,1,20130914
user_00895,auction_00004307,38,98680762,property_3,1,20140110
user_00726,auction_00004308,28,14136476,property_86,1,20130615
user_00457,auction_00004309,50014815,73617549,property_36,3,20140114
user_00285,auction_00004310,50022520,30981381,property_25,1,20140510
user_00239,auction_00004311,50008168,81600831,property_23,1,20150525
user_00677,auction_00004312,50022520,39509878,property_21,11,20140825
user_00599,auction_00004313,38,28304809,property_30,3,20121017
user_00653,auction_00004314,50022520,62478133,property_95,1,20150617
user_00672,auction_00004315,28,83245898,property_6,3,20140320
user_00558,auction_00004316,50008168,49591339,property_94,4,20131205
user_00372,auction_00004317,50008168,95100169,property_23,1,20131124
user_00495,auction_00004318,28,29337491,property_26,2,20140308
user_00624,auction_00004319,50022520,50004466,property_27,3,20120823
user_00919,auction_00004320,28,96965116,property_26,1,20150513
user_00045,auction_00004321,50014815,60080729,property_17,3,20130116
user_00401,auction_00004322,28,11496555,property_38,2,20140717
user_00247,auction_00004323,50022520,84292758,property_59,3,20140526
user_00616,auction_00004324,28,84500200,property_8,4,20141017
user_00597,auction_00004325,38,28974879,property_85,1,20120609
user_00450,auction_00004326,28,26540343,property_58,1,20130428
user_00485,auction_00004327,28,15606696,property_29,5,20140618
user_00646,auction_00004328,50022520,10675093,property_80,4,20140702
user_00620,auction_00004329,50014815,86868988,property_18,2,20151102
user_00018,auction_00004330,50014815,90081663,property_5,11,20120826
user_00606,auction_00004331,50022520,62892750,property_16,5,20151110
user_00662,auction_00004332,50022520,82095327,property_93,3,20151015
user_00758,auction_00004333,50022520,83487621,property_93,1,20141023
user_00289,auction_00004334,38,21425533,property_27,1,20141021
user_00414,auction_00004335,50008168,50894954,property_47,1,20140430
user_00721,auction_00004336,28,38192821,property_81,1,20121016
user_00638,auction_00004337,50022520,56150987,property_97,11,20140521
user_00235,auction_00004338,50022520,38418851,property_98,1,20130507
user_00416,auction_00004339,50022520,65385548,property_39,2,20150412
user_00938,auction_00004340,50014815,96695458,property_88,4,20131226
user_00499,auction_00004341,50022520,78793658,property_56,2,20140331
user_00974,auction_00004342,28,29120002,property_20,2,20120806
user_00634,auction_00004343,50022520,31602928,property_89,3,20121002
user_00650,auction_00004344,28,34695085,property_9,2,20140402
user_00115,auction_00004345,38,39633659,property_21,2,20140220
user_00932,auction_00004346,50008168,92796892,property_61,3,20140621
user_00674,auction_00004347,50014815,43922427,property_49,3,20150118
user_00713,auction_00004348,28,36082023,property_1,11,20130324
user_00234,auction_00004349,38,25384377,property_22,1,20120221
user_00540,auction_00004350,50008168,34341456,property_48,1,20140201
user_00011,auction_00004351,50008168,86140729,property_5,1,20140114
user_00206,auction_00004352,50008168,17299874,property_69,2,20141009
user_00679,auction_00004353,28,83665549,property_23,1,20130228
user_00247,auction_00004354,38,71909967,property_88,3,20140728
user_00559,auction_00004355,50022520,96526748,property_54,5,20120720
user_00758,auction_00004356,38,83774735,property_14,11,20130204
user_00127,auction_00004357,38,19817298,property_11,11,20150120
user_00147,auction_00004358,38,49010740,property_98,4,20141210
user_00118,auction_00004359,28,19041276,property_21,2,20140905
user_00911,auction_00004360,28,43646722,property_28,1,20130809
user_00382,auction_00004361,28,23180503,property_10,1,20120405
user_00412,auction_00004362,38,36496940,property_20,3,20121205
user_00664,auction_00004363,28,87926229,property_54,11,20121013
user_00584,auction_00004364,50008168,75389589,property_14,1,20130321
user_00363,auction_00004365,28,54406060,property_56,3,20151108
user_00509,auction_00004366,50014815,57934299,property_30,2,20150904
user_00137,auction_00004367,28,27208745,property_90,2,20130814
user_00175,auction_00004368,28,97976094,property_22,1,20150928
user_00289,auction_00004369,28,41478466,property_35,5,20140218
user_00958,auction_00004370,28,23427820,property_92,2,20120520
user_00481,auction_00004371,50014815,48270459,property_67,11,20130910
user_00019,auction_00004372,50022520,93150000,property_92,1,20130831
user_00195,auction_00004373,28,19369589,property_72,1,20140311
user_00330,auction_00004374,50008168,35970938,property_87,5,20140219
user_00936,auction_00004375,50014815,52652506,property_68,3,20121226
user_00175,auction_00004376,50022520,75211190,property_76,11,20141009
user_00449,auction_00004377,28,70484679,property_75,1,20140518
user_00925,auction_00004378,50022520,54069864,property_43,3,20130223
user_00946,auction_00004379,50008168,92724080,property_58,2,20130323
user_00354,auction_00004380,50014815,98506156,property_21,11,20120102
user_00499,auction_00004381,50014815,51027069,property_77,1,20130830
user_00141,auction_00004382,50022520,88405961,property_69,2,20151024
user_00758,auction_00004383,28,30454105,property_85,2,20120814
user_00897,auction_00004384,38,85907105,property_73,2,20120526
user_00930,auction_00004385,50014815,86082915,property_28,1,20140725
user_00093,auction_00004386,38,58921480,property_58,3,20140502
user_00944,auction_00004387,50014815,52457517,property_55,1,20120717
user_00239,auction_00004388,28,67486445,property_23,4,20151102
user_00205,auction_00004389,28,32634412,property_79,2,20130902
user_00560,auction_00004390,50014815,10648524,property_57,4,20121222
user_00433,auction_00004391,50022520,52038976,property_36,11,20150706
user_00245,auction_00004392,28,43041067,property_41,2,20151006
user_00832,auction_00004393,28,39732676,property_34,2,20120728
user_00317,auction_00004394,50008168,96011893,property_78,2,20140206
user_00925,auction_00004395,28,68535581,property_28,2,20130115
user_00295,auction_00004396,50008168,47135338,property_94,3,20130828
user_00640,auction_00004397,28,58249394,property_99,2,20141113
user_00856,auction_00004398,28,28026223,property_3,2,20130409
user_00282,auction_00004399,50022520,54501625,property_26,4,20120818
user_00017,auction_00004400,50022520,74418331,property_52,3,20150515
user_00071,auction_00004401,28,72122457,property_38,1,20140323
user_00269,auction_00004402,50014815,69774935,property_49,2,20141225
user_00325,auction_00004403,50014815,58149482,property_99,2,20140513
user_00794,auction_00004404,28,50999730,property_69,2,20130228
user_00305,auction_00004405,50014815,75360192,property_60,3,20140501
user_00451,auction_00004406,28,84044139,property_12,2,20130620
user_00007,auction_00004407,50022520,24607269,property_75,3,20140908
user_00314,auction_00004408,38,33591471,property_15,4,20120225
user_00817,auction_00004409,50008168,96644469,property_89,2,20130527
user_00103,auction_00004410,50014815,91420187,property_17,1,20140306
user_00821,auction_00004411,50014815,21002322,property_7,5,20131003
user_00193,auction_00004412,50022520,47663633,property_30,1,20140211
user_00753,auction_00004413,50014815,28790705,property_95,4,20150108
user_00574,auction_00004414,28,82292089,property_90,11,20150303
user_00529,auction_00004415,28,36364647,property_69,2,20140304
user_00171,auction_00004416,38,45330756,property_15,5,20150429
user_00537,auction_00004417,38,94103363,property_72,1,20141111
user_00251,auction_00004418,38,20262606,property_62,11,20140916
user_00765,auction_00004419,28,20120010,property_51,11,20120214
user_00387,auction_00004420,38,12500515,property_84,4,20130319
user_00207,auction_00004421,38,78072320,property_75,3,20140211
user_00541,auction_00004422,28,94775473,property_92,3,20150202
user_00629,auction_00004423,50022520,14186818,property_95,11,20150218
user_00416,auction_00004424,50014815,88100019,property_18,5,20130418
user_00794,auction_00004425,50008168,87698748,property_7,4,20120107
user_00380,auction_00004426,28,64376227,property_67,1,20120227
user_00144,auction_00004427,28,89193333,property_24,3,20130723
user_00025,auction_00004428,50008168,38556255,property_69,3,20150113
user_00822,auction_00004429,50008168,14919926,property_30,2,20130326
user_00668,auction_00004430,38,84033693,property_17,1,20140923
user_00073,auction_00004431,50008168,44979330,property_31,5,20151030
user_00632,auction_00004432,50014815,82943217,property_7,3,20150520
user_00824,auction_00004433,50014815,82434236,property_66,2,20150805
user_00833,auction_00004434,50014815,73364719,property_78,3,20130411
user_00093,auction_00004435,50014815,97766064,property_70,2,20140402
user_00505,auction_00004436,50014815,29949181,property_10,1,20130409
user_00598,auction_00004437,38,59099345,property_31,1,20151114
user_00336,auction_00004438,28,62680236,property_69,1,20120610
user_00425,auction_00004439,50008168,39971710,property_71,5,20131206
user_00499,auction_00004440,28,89134873,property_11,5,20150326
user_00364,auction_00004441,50008168,49057246,property_44,2,20130105
user_00947,auction_00004442,38,27969238,property_68,4,20121023
user_00630,auction_00004443,38,72371131,property_69,11,20151218
user_00745,auction_00004444,50022520,77259613,property_12,2,20150501
user_00199,auction_00004445,50022520,78506338,property_34,1,20120820
user_00718,auction_00004446,38,22153955,property_34,2,20150916
user_00413,auction_00004447,38,63255602,property_43,3,20150811
user_00339,auction_00004448,50008168,58837208,property_71,1,20121209
user_00659,auction_00004449,38,77399750,property_18,1,20140915
user_00962,auction_00004450,28,11421591,property_23,3,20120428
user_00937,auction_00004451,50008168,98943201,property_6,5,20140224
user_00429,auction_00004452,38,42062038,property_55,1,20131106
user_00783,auction_00004453,50008168,92414513,property_63,3,20150510
user_00899,auction_00004454,50008168,32259144,property_27,11,20130401
user_00139,auction_00004455,50014815,79006257,property_18,5,20130727
user_00693,auction_00004456,50022520,28840235,property_29,5,20120511
user_00942,auction_00004457,50008168,69890694,property_90,2,20120330
user_00542,auction_00004458,50008168,31370471,property_82,1,20130625
user_00057,auction_00004459,50014815,34044459,property_12,1,20120412
user_00232,auction_00004460,38,86015183,property_67,3,20140211
user_00658,auction_00004461,50008168,85942072,property_19,2,20151105
user_00435,auction_00004462,50014815,98504955,property_80,3,20121024
user_00384,auction_00004463,28,29622504,property_57,3,20150331
user_00560,auction_00004464,50014815,74894729,property_10,5,20120711
user_00194,auction_00004465,50022520,58156722,property_55,11,20120616
user_00736,auction_00004466,50022520,15425057,property_93,11,20150117
user_00648,auction_00004467,38,39369404,property_82,3,20140714
user_00534,auction_00004468,38,75450221,property_70,3,20121214
user_00518,auction_00004469,50022520,41104946,property_11,1,20120919
user_00716,auction_00004470,50022520,18437082,property_95,4,20141117
user_00751,auction_00004471,50008168,45481411,property_98,5,20121117
user_00185,auction_00004472,50022520,59584751,property_42,1,20130729
user_00872,auction_00004473,38,41409454,property_59,3,20140909
user_00292,auction_00004474,50022520,15745651,property_22,3,20120911
user_00335,auction_00004475,38,99736040,property_88,4,20141128
user_00732,auction_00004476,28,37752746,property_36,11,20130129
user_00116,auction_00004477,50022520,79509378,property_44,4,20120211
user_00825,auction_00004478,38,58486337,property_4,3,20120628
user_00049,auction_00004479,50014815,62088975,property_5,4,20150103
user_00685,auction_00004480,50008168,73038607,property_98,5,20120821
user_00082,auction_00004481,38,71021210,property_2,11,20140703
user_00834,auction_00004482,50022520,16232730,property_100,3,20151127
user_00333,auction_00004483,50022520,15355917,property_4,1,20150409
user_00557,auction_00004484,28,97043518,property_100,5,20140331
user_00335,auction_00004485,50014815,53496088,property_86,1,20150828
user_00532,auction_00004486,38,23854626,property_89,4,20120419
user_00960,auction_00004487,50014815,79977486,property_4,3,20140910
user_00221,auction_00004488,28,95035920,property_93,1,20131116
user_00635,auction_00004489,50008168,46707919,property_4,5,20151018
user_00746,auction_00004490,50014815,45341684,property_11,3,20140706
user_00733,auction_00004491,28,87662596,property_42,3,20141212
user_00323,auction_00004492,38,83061428,property_22,1,20150609
user_00851,auction_00004493,50008168,86525600,property_97,1,20141202
user_00003,auction_00004494,50022520,33333727,property_96,1,20150905
user_00694,auction_00004495,28,60554391,property_82,1,20130531
user_00206,auction_00004496,50022520,97734815,property_75,1,20150326
user_00832,auction_00004497,50008168,60803895,property_11,4,20140904
user_00040,auction_00004498,28,59029303,property_11,3,20130806
user_00059,auction_00004499,28,88876916,property_89,11,20150406
user_00951,auction_00004500,50008168,97689346,property_25,4,20150612
user_00574,auction_00004501,38,20447168,property_62,1,20140708
user_00644,auction_00004502,28,79345320,property_13,2,20150702
user_00507,auction_00004503,50008168,43767356,property_57,4,20150514
user_00572,auction_00004504,50014815,60509993,property_69,11,20120426
user_00884,auction_00004505,50022520,39917031,property_83,1,20131008
user_00843,auction_00004506,28,79306247,property_48,3,20121126
user_00122,auction_00004507,50014815,64471218,property_8,4,20121003
user_00479,auction_00004508,28,57365168,property_81,5,20120806
user_00619,auction_00004509,38,56309454,property_96,3,20141001
user_00096,auction_00004510,50008168,75345452,property_78,5,20120911
user_00859,auction_00004511,28,74707720,property_4,1,20120814
user_00414,auction_00004512,50008168,91095825,property_93,1,20130725
user_00235,auction_00004513,28,10885526,property_20,1,20150123
user_00898,auction_00004514,38,77355419,property_46,2,20140418
user_00062,auction_00004515,38,28652010,property_41,1,20131118
user_00256,auction_00004516,50014815,69042204,property_49,3,20140505
user_00561,auction_00004517,38,32227237,property_87,4,20131229
user_00905,auction_00004518,50008168,40868838,property_15,1,20141124
user_00348,auction_00004519,38,20346606,property_65,1,20120713
user_00671,auction_00004520,28,79060560,property_83,1,20150206
user_00124,auction_00004521,38,96366021,property_38,1,20150623
user_00482,auction_00004522,50008168,47689614,property_97,3,20141230
user_00317,auction_00004523,28,38389345,property_38,3,20150919
user_00504,auction_00004524,50014815,30164926,property_34,5,20120727
user_00719,auction_00004525,50014815,35086055,property_21,2,20120120
user_00048,auction_00004526,50014815,31120146,property_11,2,20140605
user_00409,auction_00004527,28,58616740,property_70,1,20120606
user_00932,auction_00004528,50014815,90801793,property_19,3,20141005
user_00136,auction_00004529,38,25882013,property_77,4,20130308
user_00201,auction_00004530,28,98732634,property_86,2,20150718
user_00250,auction_00004531,28,40916561,property_74,1,20151103
user_00314,auction_00004532,28,65648506,property_70,2,20151218
user_00869,auction_00004533,50022520,54322017,property_62,11,20131003
user_00368,auction_00004534,50008168,25212062,property_37,2,20140412
user_00429,auction_00004535,50022520,74628070,property_63,1,20130513
user_00830,auction_00004536,50022520,74265413,property_67,3,20120712
user_00807,auction_00004537,50022520,74293132,property_99,11,20140415
user_00480,auction_00004538,50008168,38280205,property_10,5,20130213
user_00314,auction_00004539,50022520,89294612,property_20,3,20120711
user_00500,auction_00004540,50014815,31642106,property_23,4,20121210
user_00721,auction_00004541,28,96873663,property_98,11,20150506
user_00355,auction_00004542,28,65149958,property_37,1,20140802
user_00485,auction_00004543,38,13012656,property_65,11,20140120
user_00211,auction_00004544,50014815,42704875,property_80,1,20131222
user_00704,auction_00004545,50008168,15790734,property_6,2,20140707
user_00044,auction_00004546,28,27164449,property_41,5,20121230
user_00541,auction_00004547,50022520,86972056,property_49,5,20140428
user_00571,auction_00004548,38,89503557,property_61,1,20120730
user_00583,auction_00004549,38,31626387,property_6,1,20140507
user_00092,auction_00004550,28,28082355,property_65,1,20150507
user_00265,auction_00004551,50014815,94495485,property_56,2,20130916
user_00895,auction_00004552,38,78805754,property_60,2,20150531
user_00220,auction_00004553,28,15260108,property_4,11,20140420
user_00902,auction_00004554,50014815,86808685,property_6,3,20130322
user_00925,auction_00004555,28,29711900,property_77,2,20140926
user_00442,auction_00004556,28,17504382,property_7,3,20150222
user_00401,auction_00004557,50014815,32325960,property_1,11,20141104
user_00400,auction_00004558,50014815,44663022,property_85,3,20120525
user_00727,auction_00004559,50014815,34164229,property_34,3,20120630
user_00991,auction_00004560,28,79342339,property_32,11,20150321
user_00899,auction_00004561,38,64419425,property_49,11,20130308
user_00789,auction_00004562,50008168,90444404,property_45,5,20141212
user_00576,auction_00004563,50008168,85645742,property_82,3,20151113
user_00858,auction_00004564,28,95580271,property_44,4,20151226
user_00804,auction_00004565,28,12499138,property_12,1,20150423
user_00490,auction_00004566,38,98817918,property_47,4,20150820
user_00485,auction_00004567,50014815,48044635,property_93,5,20150404
user_00757,auction_00004568,28,21508969,property_67,2,20150413
user_00470,auction_00004569,50022520,39070676,property_36,2,20120419
user_00574,auction_00004570,50014815,70291054,property_68,2,20140313
user_00938,auction_00004571,28,91406527,property_20,1,20141222
user_00844,auction_00004572,50022520,73272042,property_52,2,20121207
user_00682,auction_00004573,38,74648438,property_49,5,20151129
user_00445,auction_00004574,50022520,32893086,property_73,2,20120406
user_00269,auction_00004575,28,39442512,property_16,11,20120821
user_00267,auction_00004576,50008168,65132193,property_31,1,20130228
user_00054,auction_00004577,28,90643207,property_53,3,20150809
user_00528,auction_00004578,50008168,29154498,property_20,4,20120127
user_00520,auction_00004579,38,88201440,property_35,11,20141020
user_00616,auction_00004580,38,34412077,property_66,3,20120606
user_00059,auction_00004581,50014815,93646063,property_30,3,20140522
user_00825,auction_00004582,50014815,98536556,property_42,2,20141008
user_00040,auction_00004583,50008168,78559074,property_48,3,20131213
user_00237,auction_00004584,50008168,45503367,property_85,5,20130121
user_00955,auction_00004585,38,32511225,property_7,1,20151031
user_00386,auction_00004586,50022520,55992559,property_47,11,20151125
user_00606,auction_00004587,50008168,70863732,property_40,1,20121217
user_00734,auction_00004588,50008168,90065352,property_22,1,20120823
user_00716,auction_00004589,50022520,89268452,property_74,2,20140307
user_00650,auction_00004590,50014815,19239937,property_49,1,20130330
user_00300,auction_00004591,50014815,40845084,property_94,3,20151116
user_00395,auction_00004592,50008168,60762668,property_6,1,20130202
user_00207,auction_00004593,50014815,61735818,property_71,4,20140513
user_00336,auction_00004594,50014815,27745355,property_92,11,20120903
user_00593,auction_00004595,50014815,24572034,property_6,3,20130510
user_00730,auction_00004596,38,12222998,property_81,5,20120606
user_00514,auction_00004597,28,37158762,property_61,3,20140820
user_00178,auction_00004598,50008168,80157128,property_7,11,20150611
user_00396,auction_00004599,50008168,77693989,property_53,3,20141215
user_00371,auction_00004600,38,66343932,property_27,2,20131105
user_00858,auction_00004601,28,30073763,property_31,4,20130702
user_00791,auction_00004602,28,91270313,property_53,4,20150330
user_00658,auction_00004603,38,22924976,property_78,11,20120316
user_00318,auction_00004604,50022520,33813202,property_79,5,20120402
user_00736,auction_00004605,50022520,73870080,property_72,3,20130927
user_00369,auction_00004606,28,92510102,property_59,1,20151112
user_00384,auction_00004607,50022520,90505645,property_80,5,20150518
user_00062,auction_00004608,50022520,15239398,property_46,1,20120425
user_00806,auction_00004609,50022520,81327320,property_3,5,20130511
user_00505,auction_00004610,28,77555702,property_99,3,20140902
user_00239,auction_00004611,50022520,25772785,property_80,1,20151009
user_00195,auction_00004612,50008168,22507745,property_100,5,20121130
user_00678,auction_00004613,28,74725282,property_82,3,20150516
user_00963,auction_00004614,38,98502178,property_68,3,20140101
user_00222,auction_00004615,50022520,27492440,property_24,3,20130828
user_00061,auction_00004616,50014815,90996996,property_17,1,20140130
user_00129,auction_00004617,28,82381739,property_9,2,20141122
user_00990,auction_00004618,38,10161088,property_8,11,20131112
user_00685,auction_00004619,50008168,97138408,property_35,4,20141028
user_00992,auction_00004620,38,67914523,property_7,1,20130405
user_00156,auction_00004621,50022520,80067590,property_16,2,20131130
user_00917,auction_00004622,50014815,66463253,property_51,11,20151124
user_00378,auction_00004623,50022520,59711219,property_33,4,20140512
user_00622,auction_00004624,38,15830187,property_68,1,20130425
user_00781,auction_00004625,28,81110769,property_16,3,20151024
user_00923,auction_00004626,50014815,67573535,property_72,1,20150509
user_00868,auction_00004627,50014815,40801123,property_68,4,20150415
user_00903,auction_00004628,38,74709513,property_95,4,20150127
user_00790,auction_00004629,50022520,61168696,property_1,1,20120910
user_00586,auction_00004630,38,57045704,property_34,1,20121109
user_00999,auction_00004631,50014815,89060695,property_81,1,20140913
user_00437,auction_00004632,38,87325627,property_94,3,20130724
user_00975,auction_00004633,50014815,23115341,property_34,3,20130322
user_00207,auction_00004634,50022520,67108220,property_83,2,20150521
user_00388,auction_00004635,28,27969486,property_23,4,20150718
user_00480,auction_00004636,28,44160831,property_71,1,20121111
user_00791,auction_00004637,38,74040812,property_61,5,20121024
user_00887,auction_00004638,50014815,41207351,property_64,2,20131021
user_00838,auction_00004639,28,21249805,property_32,1,20131201
user_00984,auction_00004640,50014815,48019408,property_67,5,20120804
user_00340,auction_00004641,50022520,90301439,property_25,1,20140615
user_00869,auction_00004642,38,82978342,property_49,4,20130711
user_00340,auction_00004643,50014815,64847632,property_92,3,20120522
user_00204,auction_00004644,38,44601998,property_98,1,20150514
user_00161,auction_00004645,50014815,35369971,property_25,2,20151205
user_00540,auction_00004646,50014815,10734097,property_68,1,20130112
user_00392,auction_00004647,50022520,10954835,property_83,3,20131022
user_00769,auction_00004648,38,87576121,property_9,3,20150216
user_00677,auction_00004649,50008168,80134216,property_52,3,20120516
user_00575,auction_00004650,50014815,25814687,property_35,11,20150712
user_00534,auction_00004651,50014815,79761254,property_32,11,20130604
user_00070,auction_00004652,28,10965569,property_20,4,20141007
user_00893,auction_00004653,38,60335658,property_87,3,20140512
user_00405,auction_00004654,50008168,97851693,property_9,2,20130102
user_00608,auction_00004655,50022520,37570830,property_19,3,20120805
user_00675,auction_00004656,50008168,52399610,property_90,1,20151211
user_00591,auction_00004657,50022520,64874257,property_52,1,20130108
user_00517,auction_00004658,50008168,58623028,property_80,1,20151218
user_00828,auction_00004659,50008168,24305357,property_87,3,20130119
user_00120,auction_00004660,38,30774029,property_38,5,20140411
user_00814,auction_00004661,28,67186360,property_93,2,20120317
user_00690,auction_00004662,50008168,97453041,property_22,5,20120905
user_00688,auction_00004663,50014815,88567056,property_67,4,20151126
user_00902,auction_00004664,50014815,44042008,property_74,1,20150115
user_00217,auction_00004665,50014815,45071480,property_83,1,20140320
user_00056,auction_00004666,28,81954780,property_86,3,20130422
user_00366,auction_00004667,50008168,66849468,property_86,2,20150316
user_00699,auction_00004668,50022520,85788756,property_94,3,20150510
user_00504,auction_00004669,50022520,59075919,property_40,5,20130618
user_00744,auction_00004670,38,92125234,property_53,2,20140103
user_00767,auction_00004671,28,46985109,property_39,4,20130612
user_00925,auction_00004672,50008168,63345392,property_21,2,20120719
user_00455,auction_00004673,50014815,37339300,property_3,1,20130301
user_00104,auction_00004674,28,65462544,property_32,1,20150210
user_00077,auction_00004675,28,84102271,property_54,4,20130530
user_00230,auction_00004676,50008168,84834795,property_97,4,20131013
user_00914,auction_00004677,38,74755726,property_92,1,20130423
user_00258,auction_00004678,38,33987338,property_17,1,20120711
user_00264,auction_00004679,38,59689143,property_48,3,20131004
user_00331,auction_00004680,50014815,85040303,property_93,2,20140308
user_00993,auction_00004681,50014815,84478941,property_93,4,20130321
user_00182,auction_00004682,50008168,74929189,property_68,3,20120417
user_00893,auction_00004683,38,44061458,property_56,2,20150520
user_00768,auction_00004684,50008168,51158280,property_28,11,20130511
user_00550,auction_00004685,38,87531025,property_14,11,20120118
user_00688,auction_00004686,28,56218720,property_40,1,20140821
user_00027,auction_00004687,50022520,63436070,property_100,4,20150509
user_00276,auction_00004688,50022520,28531242,property_33,2,20140330
user_00652,auction_00004689,38,98487446,property_11,4,20141203
user_00299,auction_00004690,50008168,25983420,property_60,2,20150916
user_00957,auction_00004691,50014815,40839382,property_6,3,20131122
user_00799,auction_00004692,38,69940949,property_50,11,20150627
user_00091,auction_00004693,38,31715773,property_38,2,20120404
user_00480,auction_00004694,50014815,23459168,property_81,1,20150825
user_00573,auction_00004695,38,38784084,property_50,11,20150417
user_00458,auction_00004696,28,78228715,property_21,4,20140527
user_00451,auction_00004697,50014815,63762374,property_46,1,20151125
user_00365,auction_00004698,28,55424358,property_97,2,20150916
user_00859,auction_00004699,50022520,83897088,property_48,3,20130918
user_00675,auction_00004700,50014815,92413089,property_97,1,20140112
user_00351,auction_00004701,50014815,16986408,property_38,3,20150401
user_00655,auction_00004702,50008168,31573890,property_6,2,20150107
user_00400,auction_00004703,50008168,62224611,property_24,11,20140809
user_00253,auction_00004704,50014815,95345915,property_52,2,20121004
user_00781,auction_00004705,50022520,10710096,property_30,2,20150713
user_00881,auction_00004706,38,22225702,property_93,1,20130722
user_00803,auction_00004707,50008168,29505652,property_87,11,20120306
user_00459,auction_00004708,50022520,73306295,property_48,5,20150225
user_00699,auction_00004709,50022520,90563579,property_44,1,20150605
user_00917,auction_00004710,50008168,68435370,property_70,3,20150524
user_00499,auction_00004711,38,21830043,property_88,2,20121226
user_00950,auction_00004712,50008168,18600733,property_24,11,20151209
user_00971,auction_00004713,50022520,45311610,property_38,11,20120808
user_00926,auction_00004714,28,39765498,property_25,2,20140801
user_00508,auction_00004715,50008168,59772648,property_94,2,20140917
user_00304,auction_00004716,50022520,20742751,property_3,11,20150726
user_00501,auction_00004717,50008168,91742470,property_86,3,20130120
user_00803,auction_00004718,50022520,15067435,property_11,3,20131104
user_00598,auction_00004719,38,61583363,property_61,3,20150825
user_00166,auction_00004720,50022520,63773642,property_49,4,20120709
user_00415,auction_00004721,50014815,92405066,property_40,2,20140507
user_00462,auction_00004722,28,98070348,property_53,3,20140331
user_00920,auction_00004723,50022520,79928180,property_36,2,20141106
user_00114,auction_00004724,50008168,48449249,property_38,5,20120511
user_00433,auction_00004725,50008168,90191410,property_66,2,20120516
user_00992,auction_00004726,50022520,17712557,property_74,1,20130226
user_00356,auction_00004727,50014815,33524492,property_68,2,20130317
user_00928,auction_00004728,50022520,95938445,property_65,5,20150627
user_00695,auction_00004729,38,76353000,property_3,4,20140821
user_00207,auction_00004730,50014815,68917831,property_99,1,20130128
user_00768,auction_00004731,50022520,11437525,property_29,2,20140528
user_00235,auction_00004732,28,37072687,property_94,3,20140716
user_00442,auction_00004733,50014815,98165507,property_14,11,20120228
user_00355,auction_00004734,50022520,79545356,property_48,1,20140906
user_00515,auction_00004735,28,48387144,property_31,3,20151119
user_00208,auction_00004736,50022520,36138432,property_72,5,20121005
user_00709,auction_00004737,38,14510970,property_90,2,20120904
user_00853,auction_00004738,50008168,90465529,property_65,1,20140907
user_00125,auction_00004739,50022520,78524572,property_67,5,20150907
user_00138,auction_00004740,50014815,79231333,property_23,1,20130408
user_00339,auction_00004741,50022520,41094351,property_36,5,20151218
user_00537,auction_00004742,50022520,92569402,property_43,11,20130824
user_00068,auction_00004743,50022520,32747608,property_93,1,20120123
user_00573,auction_00004744,50022520,14840043,property_18,11,20151217
user_00541,auction_00004745,50014815,58283485,property_60,1,20130104
user_00383,auction_00004746,50014815,42112480,property_79,3,20130917
